,sym_1,sym_2,p_value,t_value,c_value,hedge_ratio,zero_crossings
1485,DENTUSDT,AXSUSDT,0.03,-3.57,-3.37,0.0,3
2181,BELUSDT,BCHUSDT,0.02,-3.62,-3.37,0.01,3
1487,DENTUSDT,BNXUSDT,0.0,-4.27,-3.37,0.0,3
2176,BLZUSDT,SCRTUSDT,0.03,-3.54,-3.37,0.08,3
1518,ZILUSDT,FXSUSDT,0.01,-3.77,-3.37,0.01,3
223,ETCUSDT,ALPHAUSDT,0.02,-3.72,-3.37,138.68,3
1624,RSS3USDT,BALUSDT,0.02,-3.62,-3.37,0.03,3
2365,USDCUSDT,ALPHAUSDT,0.0,-7.61,-3.37,8.21,3
221,ETCUSDT,CHRUSDT,0.04,-3.41,-3.37,93.11,3
600,FTTUSDT,BANDUSDT,0.04,-3.4,-3.37,19.52,3
1575,RSS3USDT,BCHUSDT,0.02,-3.63,-3.37,0.0,3
1576,RSS3USDT,LTCUSDT,0.04,-3.45,-3.37,0.0,3
210,DOGEUSDT,FXSUSDT,0.03,-3.47,-3.37,0.01,3
1543,SUNUSDT,XRPUSDT,0.04,-3.39,-3.37,0.02,3
1627,RSS3USDT,TOMOUSDT,0.04,-3.42,-3.37,0.29,3
1646,API3USDT,SOLUSDT,0.04,-3.42,-3.37,0.05,3
179,AAVEUSDT,DENTUSDT,0.02,-3.75,-3.37,100969.29,2
398,CRVUSDT,FILUSDT,0.0,-4.17,-3.37,0.21,2
826,RUNEUSDT,DENTUSDT,0.01,-3.78,-3.37,2519.66,2
524,ALGOUSDT,ALPHAUSDT,0.04,-3.43,-3.37,2.73,2
592,DASHUSDT,TOMOUSDT,0.03,-3.57,-3.37,88.1,1
599,FTTUSDT,JSTUSDT,0.04,-3.46,-3.37,942.63,1
549,OMGUSDT,AVAXUSDT,0.03,-3.51,-3.37,0.09,1
270,XLMUSDT,CKBUSDT,0.03,-3.54,-3.37,26.56,1
522,ALGOUSDT,LOOKSUSDT,0.03,-3.48,-3.37,0.89,1
482,BSVUSDT,OPUSDT,0.02,-3.75,-3.37,99.74,1
26,BTCUSDT,DENTUSDT,0.03,-3.54,-3.37,23509010.49,1
34,BTCUSDT,BALUSDT,0.01,-4.05,-3.37,4240.22,1
2391,USDCUSDT,OPUSDT,0.0,-7.6,-3.37,1.86,1
40,ETHUSDT,IOTAUSDT,0.02,-3.6,-3.37,4670.55,1
42,ETHUSDT,BANDUSDT,0.01,-3.95,-3.37,918.74,1
43,ETHUSDT,1000BTTUSDT,0.04,-3.45,-3.37,1453964.72,1
2383,USDCUSDT,TOMOUSDT,0.0,-7.58,-3.37,1.97,1
125,LINKUSDT,AVAXUSDT,0.01,-3.85,-3.37,0.31,1
184,DOGEUSDT,ETHUSDT,0.04,-3.38,-3.37,0.0,1
222,ETCUSDT,HOTUSDT,0.03,-3.53,-3.37,8288.36,1
661,HBARUSDT,BALUSDT,0.04,-3.39,-3.37,0.01,1
279,TRXUSDT,ILVUSDT,0.02,-3.76,-3.37,0.0,1
284,TRXUSDT,ARUSDT,0.04,-3.4,-3.37,0.0,1
311,THETAUSDT,MATICUSDT,0.02,-3.63,-3.37,1.61,1
2340,USDCUSDT,LOOKSUSDT,0.0,-7.6,-3.37,2.65,1
341,AXSUSDT,OPUSDT,0.01,-4.04,-3.37,26.48,1
2338,USDCUSDT,DENTUSDT,0.0,-7.61,-3.37,1120.97,1
2334,USDCUSDT,RVNUSDT,0.0,-7.6,-3.37,43.0,1
377,AVAXUSDT,SLPUSDT,0.01,-3.82,-3.37,5164.86,1
379,AVAXUSDT,KLAYUSDT,0.01,-4.08,-3.37,88.37,1
380,AVAXUSDT,IOTAUSDT,0.0,-4.66,-3.37,74.55,1
384,AVAXUSDT,ARPAUSDT,0.01,-4.01,-3.37,556.81,1
2326,USDCUSDT,ARUSDT,0.0,-7.56,-3.37,0.07,1
391,CHZUSDT,LOOKSUSDT,0.02,-3.67,-3.37,0.28,1
418,ENJUSDT,DENTUSDT,0.02,-3.75,-3.37,568.31,1
425,ENJUSDT,TOMOUSDT,0.02,-3.68,-3.37,1.0,1
457,BSVUSDT,ETCUSDT,0.03,-3.56,-3.37,3.12,1
652,HBARUSDT,MKRUSDT,0.02,-3.66,-3.37,0.0,1
1230,STXUSDT,ARUSDT,0.01,-4.09,-3.37,0.03,1
702,AGLDUSDT,AVAXUSDT,0.02,-3.63,-3.37,0.02,1
1756,BSWUSDT,BALUSDT,0.04,-3.41,-3.37,0.06,1
1728,OGNUSDT,ILVUSDT,0.04,-3.39,-3.37,0.0,1
1698,API3USDT,LOOKSUSDT,0.02,-3.63,-3.37,4.85,1
1682,API3USDT,ZENUSDT,0.04,-3.42,-3.37,0.11,1
1667,API3USDT,MKRUSDT,0.01,-4.04,-3.37,0.0,1
1655,API3USDT,AVAXUSDT,0.03,-3.55,-3.37,0.09,1
1630,OCEANUSDT,ETCUSDT,0.05,-3.37,-3.37,0.01,1
1602,RSS3USDT,ARUSDT,0.04,-3.39,-3.37,0.01,1
1590,RSS3USDT,ILVUSDT,0.04,-3.42,-3.37,0.0,1
2162,ONTUSDT,ARUSDT,0.02,-3.65,-3.37,0.02,1
1574,RSS3USDT,ETHUSDT,0.03,-3.53,-3.37,0.0,1
2167,BLZUSDT,ETHUSDT,0.04,-3.47,-3.37,0.0,1
1565,BANDUSDT,ETCUSDT,0.03,-3.49,-3.37,0.08,1
1524,NEOUSDT,ETCUSDT,0.05,-3.37,-3.37,0.53,1
1521,ZILUSDT,OPUSDT,0.02,-3.62,-3.37,0.07,1
1506,ZILUSDT,AVAXUSDT,0.04,-3.46,-3.37,0.0,1
1505,ZILUSDT,MATICUSDT,0.01,-3.83,-3.37,0.05,1
1502,ZILUSDT,ETHUSDT,0.03,-3.52,-3.37,0.0,1
1496,LOOKSUSDT,BOBAUSDT,0.04,-3.42,-3.37,0.93,1
2180,BELUSDT,ETHUSDT,0.01,-4.08,-3.37,0.0,1
2182,BELUSDT,LTCUSDT,0.02,-3.64,-3.37,0.01,1
2185,BELUSDT,MATICUSDT,0.0,-4.12,-3.37,1.07,1
2133,CTCUSDT,OPUSDT,0.0,-4.16,-3.37,0.68,1
1778,HOTUSDT,TOMOUSDT,0.01,-3.99,-3.37,0.0,1
1450,WAVESUSDT,OPUSDT,0.04,-3.46,-3.37,9.46,1
1781,ARPAUSDT,ETHUSDT,0.03,-3.58,-3.37,0.0,1
1987,FITFIUSDT,TOMOUSDT,0.04,-3.42,-3.37,0.14,1
1982,FITFIUSDT,DGBUSDT,0.03,-3.54,-3.37,7.16,1
1978,FITFIUSDT,CKBUSDT,0.04,-3.44,-3.37,17.63,1
1976,FITFIUSDT,LOOKSUSDT,0.04,-3.4,-3.37,0.19,1
1975,FITFIUSDT,DENTUSDT,0.04,-3.43,-3.37,80.22,1
1973,FITFIUSDT,AUDIOUSDT,0.04,-3.41,-3.37,0.21,1
1968,DARUSDT,OPUSDT,0.03,-3.58,-3.37,0.54,1
1959,GSTUSDT,OPUSDT,0.01,-4.08,-3.37,0.14,1
1957,GSTUSDT,TOMOUSDT,0.01,-4.01,-3.37,0.15,1
2086,CTCUSDT,LOOKSUSDT,0.0,-4.2,-3.37,0.97,1
1947,GSTUSDT,LOOKSUSDT,0.03,-3.56,-3.37,0.21,1
1946,GSTUSDT,DENTUSDT,0.0,-4.13,-3.37,87.19,1
1941,GSTUSDT,AUDIOUSDT,0.01,-3.78,-3.37,0.23,1
1928,GSTUSDT,ETCUSDT,0.0,-4.15,-3.37,0.0,1
1925,GSTUSDT,ETHUSDT,0.03,-3.5,-3.37,0.0,1
1907,ACHUSDT,LOOKSUSDT,0.03,-3.53,-3.37,0.03,1
1875,BNXUSDT,OPUSDT,0.01,-3.85,-3.37,216.21,1
1873,BNXUSDT,TOMOUSDT,0.01,-4.04,-3.37,229.28,1
1833,BAKEUSDT,ETHUSDT,0.03,-3.57,-3.37,0.0,1
1804,ARPAUSDT,APEUSDT,0.01,-3.88,-3.37,0.01,1
1800,ARPAUSDT,RVNUSDT,0.01,-4.02,-3.37,1.58,1
2187,BELUSDT,BNBUSDT,0.01,-4.07,-3.37,0.0,1
2192,BELUSDT,AVAXUSDT,0.0,-4.73,-3.37,0.04,1
710,AGLDUSDT,ILVUSDT,0.02,-3.62,-3.37,0.0,1
2245,USDCUSDT,BNBUSDT,0.0,-7.6,-3.37,0.0,1
1031,YGGUSDT,SOLUSDT,0.02,-3.62,-3.37,0.02,1
1022,YGGUSDT,ETHUSDT,0.04,-3.41,-3.37,0.0,1
1012,SXPUSDT,LOOKSUSDT,0.02,-3.7,-3.37,1.0,1
1008,SXPUSDT,ETHUSDT,0.04,-3.47,-3.37,0.0,1
2257,USDCUSDT,AVAXUSDT,0.0,-7.59,-3.37,0.05,1
988,ANKRUSDT,FXSUSDT,0.01,-3.94,-3.37,0.01,1
972,ANKRUSDT,AVAXUSDT,0.04,-3.45,-3.37,0.0,1
971,SLPUSDT,OPUSDT,0.03,-3.57,-3.37,0.01,1
964,SLPUSDT,APEUSDT,0.03,-3.51,-3.37,0.0,1
961,SLPUSDT,RVNUSDT,0.04,-3.41,-3.37,0.17,1
919,LRCUSDT,OPUSDT,0.03,-3.57,-3.37,0.72,1
846,FLOWUSDT,RVNUSDT,0.04,-3.42,-3.37,67.46,1
837,FLOWUSDT,AVAXUSDT,0.03,-3.54,-3.37,0.08,1
835,ILVUSDT,BLZUSDT,0.03,-3.59,-3.37,1184.16,1
834,ILVUSDT,1000XECUSDT,0.02,-3.63,-3.37,2726.11,1
832,ILVUSDT,IOTAUSDT,0.01,-3.84,-3.37,396.65,1
829,ILVUSDT,WOOUSDT,0.01,-3.9,-3.37,605.2,1
801,TLMUSDT,ARUSDT,0.0,-4.47,-3.37,0.0,1
783,TLMUSDT,ILVUSDT,0.01,-3.95,-3.37,0.0,1
2289,USDCUSDT,ILVUSDT,0.0,-7.59,-3.37,0.01,1
741,MKRUSDT,LOOKSUSDT,0.04,-3.45,-3.37,2467.35,1
1036,YGGUSDT,AVAXUSDT,0.01,-3.86,-3.37,0.03,1
1099,SFPUSDT,ETHUSDT,0.03,-3.53,-3.37,0.0,1
1413,ICXUSDT,LOOKSUSDT,0.04,-3.42,-3.37,0.74,1
1123,ZENUSDT,LOOKSUSDT,0.01,-4.04,-3.37,43.25,1
1389,IOTAUSDT,MATICUSDT,0.03,-3.55,-3.37,0.37,1
1373,REEFUSDT,BALUSDT,0.01,-4.09,-3.37,0.0,1
1363,REEFUSDT,FTTUSDT,0.03,-3.49,-3.37,0.0,1
1359,ARUSDT,STMXUSDT,0.01,-3.94,-3.37,1950.38,1
1358,ARUSDT,ARPAUSDT,0.04,-3.39,-3.37,405.25,1
2209,BELUSDT,RVNUSDT,0.01,-3.9,-3.37,33.77,1
1342,ANTUSDT,LOOKSUSDT,0.04,-3.41,-3.37,4.56,1
1337,KLAYUSDT,OPUSDT,0.03,-3.53,-3.37,0.43,1
1331,KLAYUSDT,ARUSDT,0.02,-3.62,-3.37,0.02,1
1306,REQUSDT,TOMOUSDT,0.04,-3.4,-3.37,0.23,1
1290,REQUSDT,ILVUSDT,0.04,-3.41,-3.37,0.0,1
1286,REQUSDT,AVAXUSDT,0.01,-3.88,-3.37,0.01,1
1271,MASKUSDT,OPUSDT,0.0,-4.14,-3.37,2.71,1
2223,BELUSDT,TOMOUSDT,0.02,-3.67,-3.37,1.55,1
2225,BELUSDT,OPUSDT,0.01,-3.89,-3.37,1.46,1
2229,USDCUSDT,ETHUSDT,0.0,-7.58,-3.37,0.0,1
1216,RSRUSDT,FXSUSDT,0.04,-3.43,-3.37,0.0,1
2232,USDCUSDT,BCHUSDT,0.0,-7.58,-3.37,0.01,1
2233,USDCUSDT,LTCUSDT,0.0,-7.57,-3.37,0.02,1
1193,RSRUSDT,ILVUSDT,0.04,-3.39,-3.37,0.0,1
1159,CVCUSDT,BALUSDT,0.04,-3.44,-3.37,0.03,1
0,BTCUSDT,ETHUSDT,0.04,-3.41,-3.37,16.36,1
