,sym_1,sym_2,p_value,t_value,c_value,hedge_ratio,zero_crossings
916,LRCUSDT,MINAUSDT,0.02,-3.7,-3.37,0.57,25
1914,BALUSDT,IOTXUSDT,0.04,-3.41,-3.37,173.95,25
969,SLPUSDT,DARUSDT,0.02,-3.73,-3.37,0.01,25
1473,ROSEUSDT,IOTXUSDT,0.04,-3.42,-3.37,1.81,25
160,UNIUSDT,UNFIUSDT,0.01,-3.91,-3.37,1.13,25
915,LRCUSDT,ASTRUSDT,0.04,-3.4,-3.37,9.16,25
124,LINKUSDT,ADAUSDT,0.0,-4.32,-3.37,14.31,25
166,XEMUSDT,BSWUSDT,0.03,-3.56,-3.37,0.13,25
900,LRCUSDT,SLPUSDT,0.03,-3.57,-3.37,97.54,25
67,EOSUSDT,ROSEUSDT,0.02,-3.72,-3.37,19.16,25
170,SUSHIUSDT,API3USDT,0.02,-3.69,-3.37,0.77,25
1057,YGGUSDT,MASKUSDT,0.01,-3.91,-3.37,0.44,25
171,SUSHIUSDT,BSWUSDT,0.02,-3.76,-3.37,4.48,25
2272,USDCUSDT,IOSTUSDT,0.0,-7.56,-3.37,74.32,25
1093,IMXUSDT,EOSUSDT,0.04,-3.38,-3.37,0.93,25
487,ICPUSDT,GALAUSDT,0.04,-3.42,-3.37,138.41,25
2190,BELUSDT,THETAUSDT,0.0,-4.19,-3.37,0.67,25
1549,SUNUSDT,RNDRUSDT,0.02,-3.68,-3.37,0.01,25
1384,PEOPLEUSDT,WAVESUSDT,0.02,-3.72,-3.37,0.0,25
745,MKRUSDT,BANDUSDT,0.0,-4.32,-3.37,665.91,25
1232,STXUSDT,ROSEUSDT,0.01,-3.99,-3.37,7.49,25
1748,BSWUSDT,1INCHUSDT,0.01,-4.03,-3.37,0.48,25
758,ALICEUSDT,SUNUSDT,0.03,-3.55,-3.37,385.42,25
1219,RSRUSDT,ACHUSDT,0.04,-3.46,-3.37,0.54,25
1217,RSRUSDT,MINAUSDT,0.04,-3.42,-3.37,0.01,25
1208,RSRUSDT,XNOUSDT,0.01,-4.02,-3.37,0.01,25
2331,USDCUSDT,ICXUSDT,0.0,-7.57,-3.37,3.58,25
638,CELRUSDT,IMXUSDT,0.04,-3.38,-3.37,0.02,25
2159,ONTUSDT,RNDRUSDT,0.02,-3.66,-3.37,0.45,25
461,BSVUSDT,GALAUSDT,0.01,-4.09,-3.37,1060.85,25
770,EGLDUSDT,ICXUSDT,0.01,-4.04,-3.37,210.9,25
1209,RSRUSDT,SUNUSDT,0.0,-4.55,-3.37,1.17,25
1737,BSWUSDT,ICPUSDT,0.04,-3.41,-3.37,0.04,25
2345,USDCUSDT,ZILUSDT,0.0,-7.54,-3.37,26.13,25
740,MKRUSDT,ROSEUSDT,0.04,-3.46,-3.37,18028.0,25
491,ICPUSDT,ANKRUSDT,0.01,-3.77,-3.37,254.37,25
691,C98USDT,BANDUSDT,0.04,-3.46,-3.37,0.34,25
1272,MASKUSDT,BLZUSDT,0.01,-3.81,-3.37,15.85,25
2169,BLZUSDT,MANAUSDT,0.03,-3.52,-3.37,0.11,25
357,MANAUSDT,BSWUSDT,0.0,-5.58,-3.37,2.72,25
735,MKRUSDT,SFPUSDT,0.01,-3.83,-3.37,2979.73,25
351,MANAUSDT,RNDRUSDT,0.01,-3.79,-3.37,1.64,25
292,TRXUSDT,BLZUSDT,0.04,-3.46,-3.37,0.74,25
512,FTMUSDT,MASKUSDT,0.01,-3.89,-3.37,0.18,25
704,AGLDUSDT,ICPUSDT,0.02,-3.59,-3.37,0.06,25
343,MANAUSDT,SUSHIUSDT,0.04,-3.4,-3.37,0.61,25
338,AXSUSDT,ARPAUSDT,0.03,-3.55,-3.37,387.29,25
1710,API3USDT,ASTRUSDT,0.04,-3.45,-3.37,43.42,25
335,AXSUSDT,KLAYUSDT,0.02,-3.6,-3.37,61.45,25
1519,ZILUSDT,MINAUSDT,0.03,-3.5,-3.37,0.06,25
386,CHZUSDT,WOOUSDT,0.0,-4.35,-3.37,0.6,25
1572,BANDUSDT,FXSUSDT,0.0,-4.43,-3.37,0.26,25
243,SOLUSDT,WOOUSDT,0.0,-4.19,-3.37,213.38,25
1874,BNXUSDT,GALUSDT,0.01,-3.9,-3.37,43.09,25
1310,REQUSDT,ONTUSDT,0.05,-3.37,-3.37,0.49,25
218,MATICUSDT,RVNUSDT,0.0,-5.15,-3.37,31.51,25
813,TLMUSDT,ZRXUSDT,0.02,-3.72,-3.37,0.09,25
1838,BAKEUSDT,IOTXUSDT,0.03,-3.48,-3.37,10.61,25
1328,1INCHUSDT,ACHUSDT,0.03,-3.54,-3.37,52.1,25
1835,BAKEUSDT,FTTUSDT,0.02,-3.64,-3.37,0.01,25
1189,RSRUSDT,ONEUSDT,0.04,-3.41,-3.37,0.31,25
525,ALGOUSDT,1000XECUSDT,0.02,-3.68,-3.37,8.36,25
1513,ZILUSDT,SUNUSDT,0.01,-3.85,-3.37,6.67,25
668,ONEUSDT,EGLDUSDT,0.01,-4.0,-3.37,0.0,25
1515,ZILUSDT,BSWUSDT,0.0,-4.41,-3.37,0.12,25
793,TLMUSDT,SFPUSDT,0.01,-3.86,-3.37,0.09,25
794,TLMUSDT,RNDRUSDT,0.01,-3.95,-3.37,0.05,25
660,HBARUSDT,BSWUSDT,0.03,-3.59,-3.37,0.21,25
791,TLMUSDT,YGGUSDT,0.04,-3.44,-3.37,0.04,25
1205,RSRUSDT,IOTAUSDT,0.04,-3.44,-3.37,0.02,25
2296,USDCUSDT,BATUSDT,0.0,-7.61,-3.37,2.56,25
475,BSVUSDT,ARPAUSDT,0.01,-3.86,-3.37,1461.09,25
493,ICPUSDT,STXUSDT,0.03,-3.51,-3.37,18.13,25
663,ONEUSDT,TRXUSDT,0.04,-3.41,-3.37,0.32,25
1788,ARPAUSDT,YFIUSDT,0.01,-3.8,-3.37,0.0,25
690,C98USDT,XNOUSDT,0.03,-3.53,-3.37,0.53,24
2027,CTCUSDT,OMGUSDT,0.0,-4.64,-3.37,0.2,24
2072,CTCUSDT,KLAYUSDT,0.0,-4.38,-3.37,1.59,24
1464,KAVAUSDT,MASKUSDT,0.01,-4.09,-3.37,1.19,24
2071,CTCUSDT,BICOUSDT,0.0,-4.31,-3.37,0.72,24
528,DYDXUSDT,STORJUSDT,0.02,-3.72,-3.37,3.06,24
1265,MASKUSDT,BAKEUSDT,0.03,-3.5,-3.37,4.82,24
2011,CTCUSDT,THETAUSDT,0.0,-4.55,-3.37,0.31,24
405,ENJUSDT,ADAUSDT,0.04,-3.44,-3.37,1.14,24
653,HBARUSDT,TLMUSDT,0.01,-3.86,-3.37,2.44,24
654,HBARUSDT,ANKRUSDT,0.02,-3.7,-3.37,2.38,24
1563,JSTUSDT,ACHUSDT,0.02,-3.76,-3.37,2.32,24
403,CRVUSDT,CTCUSDT,0.01,-3.87,-3.37,3.08,24
2066,CTCUSDT,SCUSDT,0.0,-4.12,-3.37,92.54,24
2030,CTCUSDT,FTTUSDT,0.0,-4.56,-3.37,0.01,24
39,ETHUSDT,ARUSDT,0.03,-3.48,-3.37,86.06,24
716,AGLDUSDT,IMXUSDT,0.03,-3.55,-3.37,0.44,24
534,NEARUSDT,LTCUSDT,0.04,-3.42,-3.37,0.07,24
107,XTZUSDT,MANAUSDT,0.0,-4.62,-3.37,1.86,24
761,ALICEUSDT,ARPAUSDT,0.02,-3.63,-3.37,60.39,24
1779,HOTUSDT,DARUSDT,0.0,-4.46,-3.37,0.01,24
557,OMGUSDT,MASKUSDT,0.01,-3.97,-3.37,1.24,24
2119,CTCUSDT,BOBAUSDT,0.01,-4.03,-3.37,0.92,24
520,ALGOUSDT,STXUSDT,0.03,-3.51,-3.37,0.86,24
1500,QNTUSDT,1INCHUSDT,0.04,-3.45,-3.37,155.89,24
1192,RSRUSDT,TLMUSDT,0.02,-3.64,-3.37,0.25,24
2056,CTCUSDT,SXPUSDT,0.0,-4.69,-3.37,0.97,24
1893,1000XECUSDT,ONTUSDT,0.03,-3.56,-3.37,0.17,24
594,FTTUSDT,WOOUSDT,0.0,-4.23,-3.37,151.39,24
234,BNBUSDT,DARUSDT,0.01,-3.78,-3.37,835.45,24
2061,CTCUSDT,ZENUSDT,0.0,-4.49,-3.37,0.02,24
1850,LINAUSDT,CKBUSDT,0.04,-3.42,-3.37,2.15,24
481,BSVUSDT,DARUSDT,0.0,-5.12,-3.37,183.8,24
1461,KAVAUSDT,C98USDT,0.03,-3.57,-3.37,3.65,24
2,BTCUSDT,ADAUSDT,0.01,-3.78,-3.37,46987.0,24
1460,KAVAUSDT,ICPUSDT,0.04,-3.4,-3.37,0.25,24
864,WOOUSDT,SFPUSDT,0.01,-4.09,-3.37,0.58,24
2098,CTCUSDT,1000BTTUSDT,0.0,-4.41,-3.37,417.11,24
2017,CTCUSDT,CHZUSDT,0.0,-4.98,-3.37,3.42,24
114,XTZUSDT,LRCUSDT,0.04,-3.44,-3.37,4.1,24
1712,API3USDT,MINAUSDT,0.0,-4.21,-3.37,2.7,24
1018,SXPUSDT,BAKEUSDT,0.04,-3.41,-3.37,1.25,24
2044,CTCUSDT,LRCUSDT,0.0,-4.41,-3.37,0.95,24
302,VETUSDT,IOTAUSDT,0.01,-3.95,-3.37,0.08,24
889,WOOUSDT,FXSUSDT,0.01,-4.03,-3.37,0.03,24
1539,CKBUSDT,DGBUSDT,0.02,-3.7,-3.37,0.41,24
1248,MASKUSDT,LINKUSDT,0.02,-3.6,-3.37,0.23,24
412,ENJUSDT,LRCUSDT,0.02,-3.62,-3.37,1.32,24
1365,REEFUSDT,TLMUSDT,0.02,-3.76,-3.37,0.13,24
2089,CTCUSDT,HNTUSDT,0.0,-4.29,-3.37,0.04,24
1047,YGGUSDT,FLOWUSDT,0.0,-4.24,-3.37,0.41,23
1035,YGGUSDT,AXSUSDT,0.03,-3.55,-3.37,0.05,23
1006,CROUSDT,GALUSDT,0.04,-3.41,-3.37,0.04,23
2057,CTCUSDT,ZECUSDT,0.0,-4.57,-3.37,0.01,23
1371,REEFUSDT,LINAUSDT,0.01,-4.0,-3.37,0.41,23
1352,DUSKUSDT,BAKEUSDT,0.03,-3.56,-3.37,0.39,23
1013,SXPUSDT,CKBUSDT,0.01,-3.98,-3.37,92.76,23
993,LPTUSDT,MASKUSDT,0.01,-3.91,-3.37,5.98,23
2252,USDCUSDT,COMPUSDT,0.0,-7.86,-3.37,0.02,23
1321,1INCHUSDT,REEFUSDT,0.04,-3.38,-3.37,181.65,23
1351,DUSKUSDT,ICXUSDT,0.02,-3.73,-3.37,0.42,23
1525,NEOUSDT,BANDUSDT,0.0,-4.28,-3.37,6.52,23
1039,YGGUSDT,FTMUSDT,0.01,-4.05,-3.37,2.49,23
2043,CTCUSDT,WOOUSDT,0.0,-4.71,-3.37,2.04,23
2070,CTCUSDT,CTKUSDT,0.01,-3.83,-3.37,0.47,23
1313,1INCHUSDT,EOSUSDT,0.05,-3.38,-3.37,0.66,23
1899,ACHUSDT,MKRUSDT,0.04,-3.38,-3.37,0.0,23
1238,STXUSDT,LINAUSDT,0.02,-3.74,-3.37,44.15,23
1760,BSWUSDT,ONTUSDT,0.0,-4.7,-3.37,1.34,23
1767,CTSIUSDT,DARUSDT,0.01,-3.92,-3.37,0.55,23
1150,CVCUSDT,CELOUSDT,0.0,-4.75,-3.37,0.15,23
2179,BELUSDT,BTCUSDT,0.0,-4.81,-3.37,0.0,23
1910,ACHUSDT,BAKEUSDT,0.02,-3.72,-3.37,0.04,23
1160,RNDRUSDT,ENSUSDT,0.01,-3.82,-3.37,0.05,23
1903,ACHUSDT,SXPUSDT,0.03,-3.54,-3.37,0.03,23
1897,ACHUSDT,ALGOUSDT,0.04,-3.4,-3.37,0.04,23
1558,JSTUSDT,IOTXUSDT,0.04,-3.44,-3.37,1.01,23
1892,1000XECUSDT,DARUSDT,0.03,-3.56,-3.37,0.14,23
1165,RNDRUSDT,ICXUSDT,0.01,-3.82,-3.37,1.86,23
1836,BAKEUSDT,C98USDT,0.03,-3.54,-3.37,0.63,23
1432,CELOUSDT,BSWUSDT,0.01,-3.85,-3.37,2.91,23
1171,RNDRUSDT,FXSUSDT,0.04,-3.44,-3.37,0.1,23
1183,RSRUSDT,CHZUSDT,0.04,-3.43,-3.37,0.06,23
1864,MINAUSDT,ANKRUSDT,0.0,-4.41,-3.37,24.61,23
1476,ROSEUSDT,ZILUSDT,0.04,-3.47,-3.37,1.34,23
1137,LITUSDT,UNIUSDT,0.02,-3.74,-3.37,0.11,23
1245,MASKUSDT,BTCUSDT,0.04,-3.42,-3.37,0.0,23
2226,BELUSDT,ONTUSDT,0.02,-3.68,-3.37,3.39,23
2222,BELUSDT,MINAUSDT,0.02,-3.71,-3.37,1.16,23
1307,REQUSDT,DARUSDT,0.03,-3.51,-3.37,0.39,23
1070,YGGUSDT,API3USDT,0.02,-3.7,-3.37,0.35,23
1073,YGGUSDT,GMTUSDT,0.03,-3.59,-3.37,0.69,23
1305,REQUSDT,1000XECUSDT,0.01,-3.9,-3.37,2.87,23
1604,RSS3USDT,XMRUSDT,0.02,-3.67,-3.37,0.0,23
1082,YGGUSDT,DARUSDT,0.03,-3.56,-3.37,2.21,23
2150,LUNA2USDT,BELUSDT,0.04,-3.45,-3.37,2.28,23
1629,RSS3USDT,CTCUSDT,0.03,-3.5,-3.37,0.4,23
2149,LUNA2USDT,CVXUSDT,0.03,-3.54,-3.37,0.28,23
1644,API3USDT,XEMUSDT,0.01,-3.9,-3.37,44.54,23
1657,API3USDT,GRTUSDT,0.01,-3.99,-3.37,18.38,23
1663,API3USDT,GALAUSDT,0.04,-3.42,-3.37,36.19,23
1263,MASKUSDT,ARPAUSDT,0.0,-4.48,-3.37,39.66,23
1708,API3USDT,BAKEUSDT,0.03,-3.5,-3.37,6.06,23
2073,CTCUSDT,ANTUSDT,0.0,-4.43,-3.37,0.21,23
1722,KDAUSDT,GALUSDT,0.0,-4.57,-3.37,0.59,23
1735,BSWUSDT,CHZUSDT,0.01,-3.83,-3.37,2.91,23
1479,ROSEUSDT,BANDUSDT,0.01,-3.84,-3.37,0.04,23
2063,CTCUSDT,GTCUSDT,0.0,-4.36,-3.37,0.15,23
254,SOLUSDT,BAKEUSDT,0.04,-3.45,-3.37,127.08,23
314,THETAUSDT,GRTUSDT,0.01,-3.95,-3.37,11.85,23
631,GALAUSDT,GALUSDT,0.0,-4.72,-3.37,0.02,23
333,AXSUSDT,IMXUSDT,0.0,-4.17,-3.37,15.44,23
2313,USDCUSDT,LITUSDT,0.0,-7.72,-3.37,1.25,23
671,ONEUSDT,YGGUSDT,0.01,-3.88,-3.37,0.03,23
397,CHZUSDT,ONTUSDT,0.01,-4.02,-3.37,0.46,23
796,TLMUSDT,STXUSDT,0.0,-4.72,-3.37,0.07,23
2379,USDCUSDT,ACHUSDT,0.0,-7.59,-3.37,80.4,23
331,AXSUSDT,TLMUSDT,0.04,-3.41,-3.37,530.14,23
2268,USDCUSDT,DYDXUSDT,0.0,-7.7,-3.37,0.49,23
721,AGLDUSDT,SUNUSDT,0.0,-4.72,-3.37,69.92,23
317,THETAUSDT,LRCUSDT,0.01,-3.92,-3.37,3.05,23
2377,USDCUSDT,BOBAUSDT,0.0,-7.56,-3.37,2.5,23
923,ENSUSDT,KLAYUSDT,0.03,-3.56,-3.37,40.95,23
804,TLMUSDT,ROSEUSDT,0.01,-4.09,-3.37,0.52,23
204,DOGEUSDT,ROSEUSDT,0.01,-3.86,-3.37,1.23,23
296,VETUSDT,TLMUSDT,0.0,-4.79,-3.37,0.87,23
82,XRPUSDT,CKBUSDT,0.04,-3.41,-3.37,84.37,23
533,NEARUSDT,BCHUSDT,0.04,-3.44,-3.37,0.03,23
89,BCHUSDT,LPTUSDT,0.05,-3.37,-3.37,12.38,23
866,WOOUSDT,CVCUSDT,0.0,-5.0,-3.37,1.28,23
536,NEARUSDT,TLMUSDT,0.0,-4.71,-3.37,132.67,23
2335,USDCUSDT,KNCUSDT,0.0,-7.65,-3.37,0.73,23
715,AGLDUSDT,YGGUSDT,0.02,-3.66,-3.37,0.62,23
129,LINKUSDT,SCUSDT,0.04,-3.45,-3.37,1610.52,23
827,RUNEUSDT,GMTUSDT,0.0,-4.81,-3.37,2.43,23
190,DOGEUSDT,FTMUSDT,0.01,-4.02,-3.37,0.25,23
298,VETUSDT,SFPUSDT,0.04,-3.38,-3.37,0.07,23
135,ADAUSDT,ANKRUSDT,0.02,-3.72,-3.37,16.26,23
941,BATUSDT,1INCHUSDT,0.0,-4.25,-3.37,0.6,23
561,OMGUSDT,FXSUSDT,0.03,-3.54,-3.37,0.34,23
672,ONEUSDT,RNDRUSDT,0.05,-3.37,-3.37,0.04,23
550,OMGUSDT,ICPUSDT,0.03,-3.48,-3.37,0.26,23
56,EOSUSDT,OMGUSDT,0.0,-4.46,-3.37,0.55,23
497,ICPUSDT,IOTAUSDT,0.01,-3.78,-3.37,25.51,23
756,ALICEUSDT,1INCHUSDT,0.03,-3.49,-3.37,3.41,23
985,ANKRUSDT,ARPAUSDT,0.0,-4.24,-3.37,0.75,23
890,WOOUSDT,1000XECUSDT,0.0,-4.15,-3.37,4.51,23
175,AAVEUSDT,XEMUSDT,0.03,-3.51,-3.37,2197.44,23
843,FLOWUSDT,REQUSDT,0.02,-3.73,-3.37,13.71,23
777,EGLDUSDT,BELUSDT,0.0,-4.31,-3.37,75.04,23
18,BTCUSDT,SFPUSDT,0.01,-3.84,-3.37,67418.11,23
237,FILUSDT,APEUSDT,0.0,-4.63,-3.37,1.14,23
975,ANKRUSDT,CROUSDT,0.02,-3.66,-3.37,0.23,23
236,FILUSDT,KDAUSDT,0.0,-4.27,-3.37,3.43,23
755,ALICEUSDT,BATUSDT,0.01,-4.1,-3.37,5.65,23
689,C98USDT,IOTAUSDT,0.03,-3.53,-3.37,1.74,23
686,C98USDT,ANKRUSDT,0.03,-3.59,-3.37,17.32,23
259,XLMUSDT,SANDUSDT,0.03,-3.55,-3.37,0.09,23
929,IOTXUSDT,BANDUSDT,0.04,-3.41,-3.37,0.02,23
685,C98USDT,TLMUSDT,0.02,-3.67,-3.37,17.77,23
260,XLMUSDT,GRTUSDT,0.02,-3.75,-3.37,1.09,23
426,GRTUSDT,ENSUSDT,0.03,-3.48,-3.37,0.01,23
899,LRCUSDT,ENSUSDT,0.0,-4.21,-3.37,0.04,23
178,AAVEUSDT,BATUSDT,0.0,-4.4,-3.37,230.21,23
479,BSVUSDT,FXSUSDT,0.0,-4.65,-3.37,9.95,23
2392,USDCUSDT,ONTUSDT,0.0,-7.56,-3.37,4.32,23
2390,USDCUSDT,LUNA2USDT,0.0,-7.61,-3.37,0.56,23
601,FTTUSDT,1000BTTUSDT,0.02,-3.77,-3.37,30895.27,23
285,TRXUSDT,IOTAUSDT,0.04,-3.45,-3.37,0.25,23
2288,USDCUSDT,RUNEUSDT,0.0,-7.54,-3.37,0.44,23
785,TLMUSDT,WOOUSDT,0.0,-4.34,-3.37,0.15,23
2314,USDCUSDT,CVCUSDT,0.0,-7.56,-3.37,7.16,23
2265,USDCUSDT,ICPUSDT,0.0,-7.56,-3.37,0.14,23
555,OMGUSDT,ANKRUSDT,0.01,-3.89,-3.37,65.66,23
1888,1000XECUSDT,1000BTTUSDT,0.03,-3.55,-3.37,45.28,22
433,SHIB1000USDT,TLMUSDT,0.04,-3.38,-3.37,0.4,22
268,XLMUSDT,ICXUSDT,0.03,-3.51,-3.37,0.39,22
532,DYDXUSDT,CTCUSDT,0.0,-5.0,-3.37,5.61,22
531,DYDXUSDT,QNTUSDT,0.02,-3.76,-3.37,0.02,22
1260,MASKUSDT,KDAUSDT,0.02,-3.63,-3.37,0.91,22
352,MANAUSDT,SCUSDT,0.03,-3.56,-3.37,214.19,22
1511,ZILUSDT,SCUSDT,0.02,-3.61,-3.37,9.66,22
880,WOOUSDT,XNOUSDT,0.01,-3.85,-3.37,0.2,22
1276,BICOUSDT,REQUSDT,0.04,-3.45,-3.37,4.45,22
258,XLMUSDT,VETUSDT,0.05,-3.37,-3.37,4.65,22
241,SOLUSDT,MKRUSDT,0.0,-4.79,-3.37,0.04,22
2131,CTCUSDT,UNFIUSDT,0.0,-4.49,-3.37,0.06,22
2160,ONTUSDT,SCUSDT,0.02,-3.74,-3.37,58.47,22
1718,API3USDT,ONTUSDT,0.0,-4.35,-3.37,7.88,22
998,QTUMUSDT,APEUSDT,0.04,-3.4,-3.37,0.6,22
1689,API3USDT,REEFUSDT,0.0,-4.44,-3.37,511.64,22
1161,RNDRUSDT,SCUSDT,0.0,-4.14,-3.37,130.87,22
1428,CELOUSDT,ROSEUSDT,0.03,-3.48,-3.37,17.64,22
2012,CTCUSDT,AXSUSDT,0.0,-4.44,-3.37,0.03,22
1362,REEFUSDT,BTCUSDT,0.04,-3.43,-3.37,0.0,22
1647,API3USDT,XLMUSDT,0.0,-4.4,-3.37,16.94,22
1005,CROUSDT,DARUSDT,0.03,-3.57,-3.37,0.41,22
1204,RSRUSDT,PEOPLEUSDT,0.01,-3.78,-3.37,0.28,22
1394,IOTAUSDT,ZILUSDT,0.0,-4.51,-3.37,7.15,22
1817,ARPAUSDT,ONTUSDT,0.04,-3.41,-3.37,0.16,22
839,FLOWUSDT,LRCUSDT,0.0,-4.12,-3.37,4.07,22
774,EGLDUSDT,ARPAUSDT,0.02,-3.73,-3.37,1608.99,21
990,ANKRUSDT,BELUSDT,0.03,-3.5,-3.37,0.03,21
1802,ARPAUSDT,XNOUSDT,0.0,-4.17,-3.37,0.04,21
1229,STXUSDT,1INCHUSDT,0.04,-3.41,-3.37,0.59,21
1130,SKLUSDT,RSS3USDT,0.02,-3.6,-3.37,0.34,21
265,XLMUSDT,ENSUSDT,0.01,-3.96,-3.37,0.01,21
751,COTIUSDT,BAKEUSDT,0.04,-3.47,-3.37,0.33,21
2126,CTCUSDT,GSTUSDT,0.01,-3.8,-3.37,4.7,21
1211,RSRUSDT,RSS3USDT,0.04,-3.4,-3.37,0.05,21
2170,BLZUSDT,KSMUSDT,0.03,-3.54,-3.37,0.0,21
1671,API3USDT,FLOWUSDT,0.01,-4.08,-3.37,1.16,21
773,EGLDUSDT,BSWUSDT,0.0,-4.37,-3.37,189.1,21
2352,USDCUSDT,RSS3USDT,0.0,-7.55,-3.37,6.8,21
753,ALICEUSDT,EGLDUSDT,0.02,-3.68,-3.37,0.04,21
1680,API3USDT,IMXUSDT,0.03,-3.48,-3.37,1.99,21
1266,MASKUSDT,FXSUSDT,0.01,-4.08,-3.37,0.27,21
1686,API3USDT,MASKUSDT,0.03,-3.52,-3.37,1.26,21
1203,RSRUSDT,XMRUSDT,0.03,-3.59,-3.37,0.0,21
2141,UNFIUSDT,FLMUSDT,0.01,-3.82,-3.37,38.22,21
1751,BSWUSDT,JSTUSDT,0.02,-3.63,-3.37,10.81,21
1777,HOTUSDT,FXSUSDT,0.01,-3.89,-3.37,0.0,21
1540,CKBUSDT,ZRXUSDT,0.0,-4.12,-3.37,0.01,21
1652,API3USDT,SANDUSDT,0.01,-4.04,-3.37,1.5,21
2278,USDCUSDT,HBARUSDT,0.0,-7.56,-3.37,15.34,21
283,TRXUSDT,REQUSDT,0.02,-3.63,-3.37,0.59,21
1561,JSTUSDT,BAKEUSDT,0.02,-3.72,-3.37,0.1,21
1546,SUNUSDT,CELRUSDT,0.03,-3.53,-3.37,0.34,21
2279,USDCUSDT,ONEUSDT,0.0,-7.58,-3.37,46.84,21
2327,USDCUSDT,REEFUSDT,0.0,-7.57,-3.37,280.28,21
1544,SUNUSDT,ADAUSDT,0.03,-3.47,-3.37,0.01,21
1257,MASKUSDT,IOTAUSDT,0.0,-4.7,-3.37,5.31,21
2329,USDCUSDT,PEOPLEUSDT,0.0,-7.56,-3.37,42.29,21
1173,RSRUSDT,XTZUSDT,0.02,-3.68,-3.37,0.0,21
299,VETUSDT,CVCUSDT,0.03,-3.52,-3.37,0.17,21
1628,RSS3USDT,DARUSDT,0.02,-3.68,-3.37,0.51,21
823,RUNEUSDT,ICPUSDT,0.04,-3.39,-3.37,0.32,21
1240,STXUSDT,1000XECUSDT,0.02,-3.73,-3.37,9.67,21
369,KSMUSDT,CELOUSDT,0.02,-3.72,-3.37,59.93,21
366,KSMUSDT,1INCHUSDT,0.01,-3.89,-3.37,83.8,21
869,WOOUSDT,MASKUSDT,0.03,-3.54,-3.37,0.12,21
748,MKRUSDT,1000XECUSDT,0.03,-3.5,-3.37,23267.57,21
362,KSMUSDT,SHIB1000USDT,0.01,-3.8,-3.37,5015.03,21
1650,API3USDT,THETAUSDT,0.02,-3.71,-3.37,1.55,21
875,WOOUSDT,CELOUSDT,0.0,-4.6,-3.37,0.2,21
822,TLMUSDT,BELUSDT,0.0,-5.24,-3.37,0.03,21
488,ICPUSDT,HBARUSDT,0.04,-3.41,-3.37,107.08,21
1268,MASKUSDT,BNXUSDT,0.03,-3.47,-3.37,0.01,21
2266,USDCUSDT,FTMUSDT,0.0,-7.56,-3.37,3.87,21
1345,ANTUSDT,DGBUSDT,0.03,-3.47,-3.37,171.34,21
1028,YGGUSDT,DOGEUSDT,0.02,-3.67,-3.37,10.13,21
68,EOSUSDT,ZILUSDT,0.02,-3.6,-3.37,25.72,21
956,SLPUSDT,ANKRUSDT,0.01,-3.95,-3.37,0.14,21
1429,CELOUSDT,SUNUSDT,0.02,-3.66,-3.37,157.94,21
1340,ANTUSDT,REEFUSDT,0.04,-3.42,-3.37,479.88,21
1434,CELOUSDT,1000XECUSDT,0.04,-3.42,-3.37,22.76,21
1038,YGGUSDT,ICPUSDT,0.02,-3.73,-3.37,0.09,21
953,SLPUSDT,BSVUSDT,0.04,-3.4,-3.37,0.0,21
1437,WAVESUSDT,XTZUSDT,0.02,-3.61,-3.37,3.21,21
1989,FITFIUSDT,CTCUSDT,0.04,-3.41,-3.37,0.2,21
2373,USDCUSDT,ASTRUSDT,0.0,-7.58,-3.37,23.79,21
2371,USDCUSDT,BAKEUSDT,0.0,-7.55,-3.37,3.32,21
2076,CTCUSDT,XMRUSDT,0.0,-4.63,-3.37,0.0,21
1049,YGGUSDT,ENSUSDT,0.02,-3.64,-3.37,0.07,21
635,CELRUSDT,TLMUSDT,0.04,-3.46,-3.37,0.63,21
636,CELRUSDT,FLOWUSDT,0.0,-4.3,-3.37,0.01,21
57,EOSUSDT,GALAUSDT,0.02,-3.69,-3.37,19.52,21
1422,ICXUSDT,BLZUSDT,0.01,-3.9,-3.37,3.05,21
1954,GSTUSDT,STMXUSDT,0.02,-3.66,-3.37,10.24,21
1417,ICXUSDT,ARPAUSDT,0.01,-3.77,-3.37,7.63,21
991,LPTUSDT,QTUMUSDT,0.02,-3.74,-3.37,3.03,21
2062,CTCUSDT,SKLUSDT,0.0,-4.37,-3.37,7.41,21
994,LPTUSDT,HOTUSDT,0.02,-3.61,-3.37,4271.91,21
979,ANKRUSDT,MASKUSDT,0.01,-3.91,-3.37,0.02,21
11,BTCUSDT,NEARUSDT,0.03,-3.51,-3.37,5904.12,21
1377,XMRUSDT,1INCHUSDT,0.03,-3.54,-3.37,211.7,21
23,BTCUSDT,DUSKUSDT,0.0,-5.03,-3.37,177642.49,21
2300,USDCUSDT,ANKRUSDT,0.0,-7.55,-3.37,36.45,21
1003,CROUSDT,MASKUSDT,0.02,-3.66,-3.37,0.08,21
2394,USDCUSDT,TRBUSDT,0.0,-7.55,-3.37,0.06,21
28,BTCUSDT,XNOUSDT,0.02,-3.72,-3.37,23298.55,21
1391,IOTAUSDT,IOTXUSDT,0.02,-3.73,-3.37,9.64,21
31,BTCUSDT,BSWUSDT,0.01,-3.88,-3.37,67273.87,21
1393,IOTAUSDT,ROSEUSDT,0.01,-3.92,-3.37,5.32,21
